Gene,Score
NCOA4,0.29280606
ZFP1,0.29259175
EBF4,0.29253826
C9orf72,0.29230788
MYF5,0.29224992
IGSF8,0.2920501
HIST1H2AD,0.29196534
PROKR2,0.29190785
APOBEC3A,0.2917118
PPIA,0.29165965
ADAR,0.29149497
LDOC1,0.29147083
PIKFYVE,0.29142714
RNF180,0.2913966
PNRC2,0.29136673
RSBN1L,0.29136324
PSME3,0.291163
EOGT,0.29112467
S1PR3,0.2911145
MED17,0.29089037
CARD10,0.29082218
ARHGAP28,0.29079545
SIRT3,0.29077944
CPB2,0.29077098
EIF2B4,0.2907698
DNTT,0.29075897
FABP7,0.29069716
PLA2G6,0.29051492
DLAT,0.29030076
PUM1,0.2902913
MAN2A2,0.29020104
TYMS,0.2900339
MAOB,0.2899913
UBE2N,0.2899487
CDC40,0.2898647
ZNF175,0.28984854
GABRD,0.2898427
KHDRBS3,0.28974172
API5,0.2895637
ZNF121,0.28954867
INSL3,0.28954643
KRT24,0.28946382
TRAK2,0.28938603
PELI2,0.28937635
RANBP3,0.28936505
KPNA6,0.28899035
GUCY2C,0.28873
PRKRA,0.28866553
CLEC10A,0.28841308
F2,0.28823388
COL4A3BP,0.28818664
SOX15,0.28810212
MTERF2,0.28809685
POLR3A,0.2879658
CHRNA5,0.28793803
DCAF11,0.28787765
RGS2,0.28778717
LMX1A,0.28776553
PUF60,0.28775433
GPC6,0.28773433
TERF2IP,0.28773078
C3orf52,0.28771013
PCDHAC2,0.28769812
NPPA,0.28768116
ACSM5,0.28766096
ZNRF4,0.28746304
KCNV2,0.28741574
GNAI3,0.28738895
ARPC2,0.28734475
DDIT4L,0.28732413
PPP1R26,0.28717607
SMUG1,0.28715745
ARSG,0.2871504
CARF,0.2871049
PARP15,0.28704506
EVI5,0.2870389
AKAP14,0.28702465
SDCBP,0.2870137
SLC16A3,0.28700167
DCP2,0.2869656
SLBP,0.2869425
LARS2,0.28693348
ZNF35,0.28688565
TXNL1,0.28680944
ZMYM6,0.28679165
FAM9A,0.2867416
STK39,0.2865693
EXOSC4,0.28648123
GBA,0.28645337
HAPLN1,0.28637207
TPP1,0.2863064
ISL1,0.2862118
CCDC155,0.28619376
OCA2,0.28616127
MAGEE1,0.28614452
GDAP1,0.285988
SNRPB,0.28596407
CHAT,0.2859542
IL1RAPL2,0.28588748
CST6,0.28587335
F2RL2,0.28573087
BCAS4,0.2856697
FKBP9,0.28564182
ATP11A,0.28560472
NFATC2IP,0.28558967
RTN1,0.28535372
LIMD1,0.28533065
TRPV2,0.28516787
EIF3F,0.28512982
FCN2,0.28510493
GFPT1,0.2850358
PRELID3A,0.28501457
TCEA1,0.28492033
KNTC1,0.2848684
SLC22A11,0.28486413
SSH3,0.2848538
ITGAL,0.28478232
CNP,0.28477272
UBA2,0.28464305
SCEL,0.28464162
XPNPEP3,0.2845987
BHLHE40,0.28455824
EPN3,0.28451997
CRLS1,0.2843882
ARSB,0.28431386
SERPINB12,0.28423563
FILIP1L,0.28423563
WDR83,0.28422835
NSMCE4A,0.2839775
S100A14,0.28369588
ADRA1D,0.2836129
GJA3,0.28360572
GNGT2,0.28360337
KRT83,0.28360224
OSBP,0.28356633
DBR1,0.28347853
EXOC6B,0.28344464
MICU1,0.28339782
LRIG1,0.2831797
PPP1R15B,0.28316808
EGFL8,0.28309622
CPSF4,0.2830935
PTBP2,0.28304014
UBE2W,0.28287774
ZNF365,0.28284463
LGI1,0.2828428
ASPH,0.28260964
HPSE,0.28254366
SLAMF7,0.2823554
PDCD2L,0.28230983
NECAP1,0.28219754
TOR3A,0.2821653
FST,0.282065
ZFR,0.28204983
RAP2B,0.28194615
NT5DC3,0.28176928
CORO1A,0.28169397
SULT1A1,0.2816479
EIF4EBP3,0.2816196
TNFRSF13B,0.28137827
WLS,0.28135052
CCR10,0.2812901
ZNF260,0.2812848
HOXB8,0.28124875
LPAR6,0.28105986
PDE3B,0.28092572
PSAT1,0.2808116
HAUS7,0.28079453
HNRNPLL,0.28066045
BTN1A1,0.28053403
CLEC5A,0.2805124
AHSG,0.28048214
CHRM3,0.28043428
SDCBP2,0.28039816
APOA1,0.2803447
AHRR,0.2800403
ESRP1,0.28003672
TWNK,0.27999085
SPC25,0.2799448
ZNF69,0.27991647
PTPN21,0.27990204
DCTN4,0.27983338
POLE4,0.27979812
MTRR,0.27951732
RTN2,0.27949482
KIFC2,0.27945435
CEBPZ,0.27942276
DPH1,0.2793952
MANEA,0.27921402
SSU72,0.27918682
TPRN,0.27906653
CYP2A6,0.27904546
LASP1,0.27887177
IARS,0.27885884
LNPEP,0.2788447
SMTNL1,0.27881414
SLC39A4,0.27874866
GABRE,0.27866155
THOC6,0.27864826
DNAJC11,0.27863252
PLIN3,0.2785731
SDR9C7,0.27854496
ZFP64,0.27853745
EIF4G1,0.27844363
NTMT1,0.27808324
SAP18,0.27803278
EIF4A1,0.277959
PLXDC1,0.27795085
TBC1D1,0.27783582
RAB3GAP1,0.27782926
DFFB,0.27768642
MAN2A1,0.27755275
ACTR1A,0.2773483
ACTR1B,0.27734315
BAHD1,0.27721208
EDN3,0.27706853
DMRTC2,0.2769541
MUC3A,0.27686927
NOSIP,0.27680734
DCUN1D1,0.2767926
FBXO22,0.2767607
PLA1A,0.27671292
CERS2,0.2766873
HTR3E,0.27663103
B3GALNT2,0.27659053
VSIG1,0.27636635
PSMD11,0.2763341
SAMD11,0.2763266
NAF1,0.2762833
AGT,0.27588362
AIM2,0.2758411
ALDH18A1,0.2756823
AIP,0.2755947
CYBA,0.27558738
FHL3,0.27556846
GALC,0.2755047
GRAMD4,0.27542308
CD86,0.2753759
PDK2,0.27537087
BLVRA,0.2753063
KLK15,0.27527034
RASD1,0.27526718
MAF1,0.27526623
GSC,0.27520552
GABARAPL2,0.27510065
VPS52,0.2750388
SRSF2,0.2749887
PPP2R3B,0.2749268
EHD3,0.2747875
PHACTR3,0.27473196
SNRNP40,0.2747223
RAB11A,0.27470595
C6orf136,0.2746904
PSMD3,0.27465782
C2CD2,0.27460355
HOXB3,0.27451184
KLF12,0.27448916
D2HGDH,0.27442265
MAATS1,0.2742928
ACO1,0.27419427
MTNR1A,0.2740606
RASAL1,0.2740557
CYTH2,0.27400625
GALNT2,0.27389738
INHA,0.27386367
CLIC2,0.2737707
LDB2,0.27376622
KAT14,0.2737585
SOD1,0.27370876
CALU,0.27365392
8-Mar,0.27363476
PABPC4,0.27355444
KLHDC3,0.2733075
FASTKD1,0.2732761
SHBG,0.2732488
NAALAD2,0.27324322
MATN4,0.27319854
ICAM4,0.2730814
LUZP4,0.27297667
SUGT1,0.2729031
NCDN,0.2728626
THEMIS,0.27272868
POLR3B,0.27252614
PJA1,0.27243853
HIST1H2BJ,0.27238888
ADAM28,0.2723587
MCM8,0.27224815
LHCGR,0.27222824
FBXO27,0.27215594
ACO2,0.27202263
CPEB1,0.27201673
SOX8,0.27183422
ZFP28,0.27177298
SP110,0.27175298
MAPRE3,0.27160037
F12,0.2714877
SNX10,0.2713877
RRN3,0.27130854
CHRNA7,0.27126488
GTF2A1L,0.27113447
SOSTDC1,0.2711337
STX17,0.2710743
ATRN,0.2710681
PDE7B,0.2709816
XPR1,0.27078936
FHL5,0.27075827
ATP2C2,0.27069342
PRDM6,0.27065435
ITGB1BP1,0.27059838
FOXR1,0.2702253
ARFGAP2,0.27021638
RPUSD4,0.2701975
PTRH2,0.27018446
PSME4,0.2701059
AFAP1L2,0.27007562
PRRG3,0.27003855
KLF16,0.26993486
KCNJ8,0.26992565
HIST1H1E,0.26984343
SOX30,0.26977533
CCNY,0.2697424
FAM84B,0.26963043
ZNF627,0.26961988
GBP1,0.26959532
PCDHA4,0.2695299
RNF25,0.26947337
MTHFD1,0.26946118
NTHL1,0.26939726
ZNF746,0.2693866
MUC20,0.2692503
NMUR2,0.26896778
CMKLR1,0.26888776
IL24,0.26887748
PACS1,0.2688502
CNNM2,0.26880088
GPS1,0.26879874
KCTD1,0.26871243
VWA1,0.26863804
FARS2,0.26855257
BBOX1,0.26847893
TIAF1,0.26846322
ZNF649,0.26828727
ZNF254,0.26817054
AK1,0.2680269
GPR141,0.2680234
GGCX,0.26789525
TMSB4X,0.2677489
PAX6,0.26774272
CRTAP,0.26770097
FERMT3,0.26767245
ZBTB38,0.2675729
PPP1R16B,0.2675245
DCAF4,0.26749116
EYA3,0.2673817
GRHL3,0.2673695
GRM7,0.2670681
GGT1,0.26705953
LSG1,0.2670016
FAM9B,0.2669503
ZNF274,0.2669422
CHRNA2,0.26689976
HINFP,0.26682183
SENP5,0.26681057
CAMKV,0.26674202
UGT2B11,0.26667452
PNMA2,0.26658285
ENC1,0.26648903
SSTR5,0.2664565
SPAG1,0.26626676
JTB,0.26621982
MMD,0.26615623
NSD2,0.2661063
POU3F1,0.26588273
AKIP1,0.26588097
EDEM3,0.26581472
UNC5CL,0.2657798
WDR4,0.2655588
IL2RA,0.26551306
CITED4,0.2654589
ACTR3,0.26545444
DIO3,0.26543075
RAVER1,0.26538146
TSPAN12,0.2653808
PPP1R18,0.26534364
TNP2,0.2652671
TP53TG5,0.26501495
LRG1,0.2649001
SERHL2,0.26483735
BFSP1,0.2648192
SKAP2,0.26468632
CCR5,0.2646211
COA1,0.2644097
PIANP,0.26424408
SWI5,0.26412284
SEMA6A,0.26405331
NIPA1,0.26400536
HDGFL2,0.26397115
DEFB1,0.2638793
DGAT2,0.26373962
CHMP6,0.2636483
DPY19L4,0.26353794
CNN2,0.2635032
TIMP1,0.2634246
RTN4R,0.2634182
NUPR1,0.26330355
ST6GALNAC6,0.2631737
DHCR7,0.26311293
CLDN5,0.26311028
INCA1,0.26309544
GABRA5,0.2630461
SLC7A11,0.2629996
CDHR3,0.2629516
SLC9A6,0.2629273
LOXL1,0.26280472
AGO4,0.26268545
MEPE,0.26255298
CHRNG,0.26253995
BMP4,0.26245445
RINT1,0.26245314
GPM6A,0.26240185
EMB,0.26230085
UQCRC2,0.26223066
MYH8,0.26218545
ZCCHC8,0.26215664
WIPF2,0.26214212
CEND1,0.2620931
F10,0.2620805
ST3GAL6,0.26200157
NELL2,0.2619447
INSM1,0.26192415
FKBP3,0.2619068
GOLGA7B,0.26189873
SUGP1,0.26184773
ASAP3,0.26173267
FNDC5,0.2616997
OMP,0.26169932
ZNF689,0.26163203
FBXO15,0.26161027
DCTN2,0.2615914
RCN2,0.2615685
ADAM2,0.26156518
AP3M1,0.26149824
LDHC,0.26149258
SLC30A5,0.26136214
AMY1B,0.26112664
HM13,0.26099345
ZNF143,0.260921
SIRPB1,0.26085633
PFN2,0.2606911
PMVK,0.26061448
FBXO3,0.2605432
CYP4F2,0.26050383
PTAFR,0.26041046
STEAP4,0.26036632
MYNN,0.26030907
SP2,0.26030812
ENTPD7,0.2601685
EXOSC8,0.26016477
BMP6,0.26008308
NXF3,0.25998345
PCSK2,0.25994927
CSF2,0.2599341
P3H3,0.25983855
NAT2,0.25981873
ITGAM,0.25962755
BMP2,0.2595578
HS2ST1,0.2593489
ENTPD5,0.2592177
EXOC6,0.2589795
DYRK3,0.25893435
GPR50,0.2588999
ALKBH8,0.25885195
RIMKLB,0.25878623
STRBP,0.2587588
LARS,0.25875294
UBXN7,0.2586222
TCF21,0.25839582
GDI1,0.25832352
STRN,0.25831527
CFD,0.2582205
GPT2,0.2581817
ELP3,0.2579366
APOE,0.25781402
PDIA2,0.2578132
CDC42EP3,0.25779235
RIPOR2,0.2577433
RNF103,0.25772724
C5AR1,0.2577077
AKT1S1,0.2577063
RRAGB,0.25762972
NEU1,0.25759187
NOP58,0.25756514
IPMK,0.25751403
SRSF4,0.2574921
EPHX1,0.25737578
MSI2,0.25735706
PHB,0.25730795
ZNF207,0.25716972
SUMF2,0.257132
KLK13,0.25712174
HES7,0.25710002
BNIP3L,0.25684932
SCGB1D2,0.25679615
PPP1R14C,0.25678504
CTLA4,0.25678048
PURA,0.25678033
RPL26,0.2567669
CASKIN2,0.2567124
CXCL10,0.25660008
TWF2,0.2564107
MEX3D,0.25636965
ATP6V0B,0.25636196
LRRK1,0.25629103
KRT71,0.2562282
KHK,0.25614583
PCDHB15,0.25611952
HOXA3,0.25607523
PCDH17,0.25581452
SLC22A1,0.25569034
PLIN5,0.255681
MUC1,0.25562036
FERMT2,0.25556207
SPDEF,0.2555553
KRT31,0.25551507
TMEM59L,0.25549448
MTMR2,0.2553718
CLEC2D,0.25532967
ARL6IP6,0.25532535
PPWD1,0.25531745
ALOX5AP,0.25526932
KLK3,0.25523314
WDTC1,0.2549933
SPPL2A,0.25488415
ACE2,0.2548555
GTF2IRD1,0.2548334
ADAM33,0.2548326
SRP19,0.2547517
QSOX1,0.25472188
NEK6,0.25461417
NECTIN1,0.2545684
LRRC8A,0.25455463
AKAP17A,0.25451106
GCNT2,0.25449643
CALB1,0.25446412
LRIG3,0.25435537
SCUBE3,0.25434324
SLC35B2,0.25421375
IGF2BP3,0.25421342
FAM20C,0.25420964
SGMS2,0.25420547
HADHB,0.2541609
SUN2,0.25412825
PITRM1,0.25407413
RSL1D1,0.25406417
RAPSN,0.2539445
ZNF653,0.2539399
LDB1,0.2538679
URI1,0.25378522
RBSN,0.25376475
EFHC1,0.25358757
AMIGO2,0.25349742
CCDC106,0.2533697
COPZ1,0.25334927
E2F8,0.25334534
KRT81,0.2533234
GSPT1,0.25326097
CDKN2AIP,0.25324032
GLE1,0.25311068
FCGR3A,0.25307757
RNF135,0.25295123
POLR2J,0.25290778
ATL3,0.2527719
PDHB,0.2527682
ANKRD13C,0.25263274
LMBRD1,0.25263023
SOD3,0.25261438
HAND1,0.25250337
SULF2,0.25235137
CALR3,0.25231895
GLRX2,0.2522807
KCTD12,0.25225613
GALNT12,0.25213286
SRP68,0.25212377
TRIM5,0.2521195
TNFAIP1,0.25188988
XAB2,0.25185806
LAMP5,0.25158638
TAF1A,0.25157624
PNMA1,0.2515613
SIX5,0.25147873
CDC42EP1,0.2513826
CTTNBP2NL,0.25133416
DDX27,0.25130254
DHH,0.25120908
PDE9A,0.25112143
CDKN2D,0.25096682
TIMM50,0.2509082
CLIP3,0.25066492
ARHGAP6,0.2505494
B3GALT1,0.25040033
ELMOD1,0.24998146
MRPL36,0.24991384
IRX2,0.24975167
ST13,0.24974224
GMEB2,0.24969903
USP9Y,0.24962987
HENMT1,0.24962036
CCL13,0.24960135
CLDN3,0.24948853
LITAF,0.24939024
UTP15,0.24936976
RPAP2,0.24930486
LRRTM1,0.2492992
PSMC4,0.24924791
FBXL12,0.24919392
HIST1H2AH,0.24917778
FKBP1B,0.24916585
INSIG2,0.24905066
GABBR1,0.24901718
TCEAL1,0.24901216
MC4R,0.24900568
FAM20A,0.24899666
ABCE1,0.2489107
USF3,0.24874368
SULT1C3,0.24860916
GLIPR2,0.24850117
MED10,0.24830838
APEX2,0.24826394
IL20RA,0.24824813
UBE2V2,0.24817882
CD1D,0.24811786
NEUROD6,0.2480595
PARVB,0.24792723
HEBP1,0.24783026
PDE12,0.24778038
PSMA2,0.24775384
ATG14,0.24762751
GTF2E2,0.24761729
UBA52,0.24758986
SLC6A9,0.24751745
GLUD1,0.24737877
SERF2,0.2472018
P2RX2,0.24709529
BMS1,0.24696332
P2RY12,0.24696305
UCHL5,0.2468881
ZNF513,0.24671263
SCN2B,0.24660417
SERTAD2,0.24652857
MGME1,0.24649571
ZDHHC3,0.24648997
MYOT,0.24647033
MTMR7,0.2463712
ABCC5,0.24623396
MYCBP,0.24622229
RAB5A,0.24610238
TRIM50,0.24595073
AHCYL1,0.24594583
ING3,0.24591355
UTP3,0.2457478
PYGO1,0.24573176
PIWIL3,0.24570769
FOPNL,0.24570411
BOK,0.24566181
MSR1,0.2456045
KCNH3,0.24558581
USP14,0.2455796
P2RY2,0.24546014
ARX,0.2454564
AZU1,0.24542491
GINS2,0.24535112
TSC22D4,0.24524428
CCL24,0.245175
POC5,0.24510492
GARS,0.24501623
HTR3D,0.2447064
EIF2D,0.2446227
SOAT2,0.24456055
GNB4,0.24448223
BRAT1,0.24444926
BDKRB1,0.24441607
SSTR1,0.24431215
KATNA1,0.24427925
BANP,0.24427018
ARNT2,0.24415366
PRSS50,0.24412492
DHX30,0.2441133
PTOV1,0.24409091
CHRND,0.24405324
PPOX,0.2440005
STXBP1,0.24399583
MEX3B,0.24378407
AZIN1,0.24373494
DIO2,0.2437171
CA14,0.24366024
FADS2,0.24352717
SLCO3A1,0.24350604
DNASE2B,0.24349762
RNF167,0.24345686
MOXD1,0.24338175
ANXA3,0.24334815
TKT,0.24331534
GDPD1,0.24330355
KRT80,0.24328203
NUP62,0.24326922
PELO,0.2432409
SOX11,0.2431192
SERPINB8,0.24303608
ESAM,0.24293737
BCAT1,0.24288549
GRID2,0.24271846
SLC39A13,0.24270958
LDHA,0.24247621
USP21,0.24247453
SLPI,0.24243529
ZNF208,0.24241617
ZXDB,0.2424116
SRY,0.2423732
SLC6A5,0.24235073
VPS4A,0.24231865
ABCD4,0.24225515
LAT2,0.24204004
PPP4R1,0.24199691
DHX8,0.24172801
HOOK3,0.24164985
AGER,0.24159722
SLAMF1,0.24159062
RNF10,0.24158812
CYB5A,0.24148457
LY6D,0.24148013
CCL23,0.24132751
GDPD2,0.24128903
DDN,0.241132
POC1B,0.2411305
EIF2S3,0.24112013
SLC27A5,0.2410655
IL13,0.24105506
BOP1,0.24099733
SNX19,0.24085905
ANKS4B,0.240845
ZNF449,0.24079727
PIEZO1,0.24076103
NARS2,0.24075395
CBR3,0.2407464
HACL1,0.240611
CERS3,0.24060242
SRSF7,0.24052942
CCL20,0.24049917
KCNJ6,0.24045916
CYP2W1,0.24043183
KRT32,0.24030805
PHLDA1,0.24026439
KLHL21,0.24025789
SYT5,0.24014701
APOH,0.24007347
CCL25,0.23989834
ENDOG,0.23976094
EXOSC10,0.23973802
ISYNA1,0.23970008
STX11,0.23963614
GNG4,0.23947889
DMRTB1,0.23941502
HTRA2,0.23917349
RAD23A,0.23911943
SPRY4,0.23900634
NOL8,0.23890243
MR1,0.23883127
CAPN2,0.23882033
HSPA14,0.23878343
NOL7,0.23878077
KRT2,0.23872899
RALB,0.23864476
PPP4R2,0.23860659
PRDM4,0.23854579
CD68,0.23850511
KCNF1,0.23846127
UCKL1,0.23844512
MBD3L1,0.23841745
AVIL,0.23836885
TAF4,0.23833765
ADAMTSL2,0.2381864
MAEA,0.23805262
ENPP6,0.23801965
ATG4D,0.23794338
FEM1B,0.23791109
RPS9,0.23787525
MCOLN3,0.23781024
MECR,0.23774071
MBD4,0.23770437
B4GALT4,0.23754825
GAS2L2,0.23751414
SLC33A1,0.23744616
FUZ,0.23743527
RUFY2,0.23734544
NSUN2,0.23732607
OSCAR,0.23729815
IL36RN,0.2372594
PDE6G,0.23720422
KCTD13,0.2371318
SLC7A5,0.23696905
HMG20A,0.23693179
FGD3,0.23677114
C12orf65,0.23671581
LOXL2,0.23662025
MLF2,0.23659481
SERPINB6,0.23658678
TPH1,0.23657711
MLLT6,0.23654568
TREML1,0.2365173
ZNF395,0.2364457
ARPC1B,0.23643191
BARX2,0.23641863
SNRPD3,0.23640008
RPL23,0.23633376
AVL9,0.23629844
SCN8A,0.23627982
GJB3,0.23608829
VIP,0.23597175
TAF7,0.23597014
KCNK16,0.2359334
DKK3,0.23591667
KCNS2,0.23590584
CLIC6,0.2358099
OLR1,0.23575611
PTP4A3,0.23575118
UBR1,0.23574682
PIP5K1B,0.23554882
SERPINB4,0.2354967
FNDC3B,0.23542318
ANAPC4,0.23541857
IFIH1,0.23537582
SLC39A7,0.23525585
SNX2,0.23509315
ABR,0.23507737
ALOX5,0.23496172
COCH,0.23489116
CRLF3,0.23487538
IGHG2,0.23482877
UXS1,0.23477021
PHC1,0.23469307
MYL7,0.2346633
TAP1,0.23460612
NAP1L1,0.23457158
SPZ1,0.23455384
ZFP91,0.23445524
IL5RA,0.23445207
NCALD,0.23443276
KRT72,0.23438369
ALDH9A1,0.2343227
SMOC1,0.23426527
SCYL3,0.23418131
GOLPH3L,0.23416565
GSTO2,0.23411609
RIC3,0.23410396
CTIF,0.23403014
AAAS,0.23401515
METRNL,0.23383172
RPS3,0.23380455
CD69,0.23367237
CNIH2,0.23351032
VSIG2,0.23346785
APBB2,0.23345636
SLC1A1,0.23340392
FYCO1,0.23339333
PRRG4,0.2333268
RABL6,0.23332046
SIRPG,0.23330261
A4GNT,0.23308772
TOX,0.23307078
CD3G,0.23298341
TFG,0.23297304
GNAT2,0.23292843
PLD3,0.23290603
ADORA1,0.23283152
KCNE4,0.23271348
LDHB,0.23257814
EAF1,0.23254725
TWF1,0.23251832
GPR37,0.23240113
SMOC2,0.23204103
SPDYC,0.23202793
GGCT,0.23196188
ARID5A,0.23189011
CXCL3,0.23185563
DCAF17,0.23177303
PSMB5,0.23151433
CLEC4G,0.23148453
FLOT1,0.23138061
AP3M2,0.23124297
SAT1,0.23118594
SEZ6L,0.23113033
CLDN1,0.23108716
ATP8B1,0.23105693
SF3A1,0.2310489
RDH5,0.23103085
FCGRT,0.2309738
HOXA2,0.23093468
BDH1,0.23092003
CCNC,0.23053378
KRT19,0.23039712
CMA1,0.23030293
HOXB7,0.23030199
ECE2,0.23028009
SMARCAL1,0.2301559
ACADSB,0.2301413
ATP2C1,0.23011297
ELMO3,0.23006585
TSPAN7,0.22976156
SLC25A5,0.2297269
PYDC2,0.22970802
GCHFR,0.22965197
PSME1,0.22945449
INO80B,0.22935615
SEC24D,0.22904179
BTNL3,0.22895637
BEX2,0.22873686
CTDSP1,0.22863641
ROPN1L,0.22857966
CALCRL,0.22850926
CLK4,0.2283538
CD80,0.2283188
DNAI2,0.22824594
FRG1,0.22816369
NAP1L4,0.22813673
RNF170,0.22812837
PROC,0.22812776
RHOD,0.22806
SLAIN2,0.22796325
RBPMS,0.22793037
ANXA5,0.22792673
CSGALNACT2,0.22790265
CNGA3,0.2278538
TULP2,0.22784644
MBTPS2,0.22777562
PEX7,0.2277108
DPY19L3,0.22755523
UBASH3A,0.22746043
PPBP,0.22745368
P2RY1,0.2273896
IPO13,0.22733414
GPR1,0.22720277
ADAM19,0.22720137
GGT7,0.22711225
PODXL2,0.2270536
SLC41A3,0.22702695
USP26,0.2268664
FBXO2,0.22685145
UBE2G2,0.226793
MC3R,0.22673757
COX20,0.22637089
PGS1,0.22625981
RDM1,0.22625755
ADH7,0.22612025
FGG,0.22572492
HLA-DRB5,0.22567944
PSMD13,0.22566666
CNNM1,0.22566463
ARPC3,0.2256028
CD81,0.22554503
DACT2,0.2254958
DNALI1,0.22543098
FOXR2,0.2254115
SCML2,0.22534388
EIF5A,0.22523846
OVCA2,0.22520618
SLC14A1,0.22516492
KCNJ10,0.22512347
BAG5,0.22510186
NPEPPS,0.22490501
TAF1C,0.22468916
SLC14A2,0.22467369
USP17L2,0.22460873
EML4,0.22451434
SOX7,0.2243332
SHROOM1,0.22431305
SELENOS,0.2242807
PLOD1,0.22419049
IFT172,0.22417714
TXNRD1,0.22408573
LPIN2,0.22408465
B4GALT3,0.22396807
LETM1,0.22386704
YARS,0.22374703
GSTM4,0.2236547
MTMR14,0.22363727
EDN2,0.223462
WARS2,0.2234541
GRIK3,0.22342865
PFDN5,0.22338869
NSMAF,0.22336417
SEC24A,0.223316
NUP54,0.22329135
ARCN1,0.22327241
ATF6B,0.22304535
SHKBP1,0.22294693
SLC22A2,0.22289711
GSTP1,0.22256391
FBXL7,0.22255221
CANX,0.22248632
FOXJ1,0.22248155
RPL27,0.22246781
SOX3,0.22237204
WDR11,0.22233915
POC1A,0.22230792
PGAP2,0.2223057
PVR,0.2222436
CRHBP,0.22213484
ALPL,0.22204529
PRPSAP2,0.22201927
NEUROG1,0.22197449
CDCA4,0.2218864
TWSG1,0.2217891
KCTD2,0.22162703
OPCML,0.22161038
SPAST,0.22159888
ERMP1,0.22152975
EGFLAM,0.22152482
PIGW,0.22145806
NOVA2,0.22144501
ALDH1A2,0.22130886
PRDM10,0.22129723
TGM1,0.22121614
HTR4,0.22120003
CLEC12B,0.22117452
S1PR4,0.22110543
RASL10B,0.22109887
NRL,0.22106692
HIST3H2A,0.22104087
MOGS,0.22100544
ARGLU1,0.22093694
ACSBG1,0.22083095
PCYT1A,0.220685
FOXRED2,0.22067544
PEBP1,0.22060739
FOCAD,0.22058079
MED25,0.22049424
CLSTN3,0.22048794
ZNF10,0.22043727
OLFML3,0.22043061
RFXAP,0.22028707
ATP6V1B2,0.22006536
CARD6,0.21996512
PCDHA6,0.2198205
SLC15A4,0.21966407
CNEP1R1,0.21944334
ITIH2,0.21937342
ALDH3B1,0.2193312
DUT,0.21921551
UBE2S,0.21917589
MTMR6,0.21915531
EPHB4,0.21900655
A1BG,0.21895912
NDUFAF6,0.21885617
PDE4B,0.21883975
TBCC,0.21883668
GSTM3,0.21878754
SH3BGRL2,0.2187157
SIRT5,0.21863845
TPPP,0.21862887
NEU2,0.21861349
CLEC4A,0.21855427
RRAGD,0.21852641
FBXW2,0.2184908
DNAJB12,0.21826221
RAB4B,0.21816076
EIF6,0.21816
RPS3A,0.21812251
LARP6,0.218038
PIGG,0.21798548
HOXB4,0.21791583
SCNN1G,0.21790637
NKX3-1,0.2178752
DHX16,0.2178352
NLRX1,0.21777102
AQR,0.21776909
KRT73,0.21773544
PSRC1,0.21771142
ARNTL2,0.2176343
ARHGEF3,0.21759579
VPS33A,0.21751252
NAGK,0.21748938
SAT2,0.21737684
PDE6A,0.21730547
ZNF687,0.21729366
TBX1,0.21728645
RPP30,0.21722135
CD1B,0.21715322
GPX1,0.21712145
RASL11B,0.21697079
RAB11FIP4,0.21691965
GNA11,0.21690798
PALM,0.21685946
PELI3,0.21685623
POU6F2,0.21681681
CNKSR3,0.21678221
PDCL3,0.21676779
GLIS1,0.21673319
GCDH,0.21669264
RPS27,0.21656424
DDX3Y,0.2165532
PAEP,0.21647212
TMEM74,0.21627156
CSPG5,0.21621276
FIBCD1,0.2162079
PDK3,0.21615313
NPC2,0.2161382
NOA1,0.2160595
OXCT1,0.21594696
LHX9,0.21591696
TADA2B,0.2157874
AMY1A,0.2157237
SLC22A17,0.21563582
HAUS4,0.21551763
FADS1,0.21551605
MS4A1,0.21551266
PNISR,0.21549682
SCN3B,0.21541345
ZSCAN26,0.21540976
KRT7,0.2153374
FSD1,0.21520014
APOL1,0.21518397
LDLRAD1,0.21515103
HIST1H4I,0.21514927
AMY2A,0.21499018
GBA2,0.2149684
CERK,0.21490194
SULT1A2,0.21459562
PDZK1,0.21434212
KRT38,0.21425895
PTPN9,0.21424818
CYTH3,0.21415877
CKB,0.21411361
PTX3,0.21401837
ICAM2,0.2140101
MTAP,0.2138943
MDFI,0.2138427
STX1A,0.2138277
PLSCR3,0.21380477
OTX2,0.21370351
MCCC1,0.21365835
ATP5F1B,0.21358284
SNRPA1,0.21355766
PPIP5K1,0.2135563
KLF3,0.213488
RBM27,0.21343833
CAPG,0.21331163
BASP1,0.2132016
NMNAT1,0.21316077
DPYSL3,0.21310316
PDZD4,0.2129497
ZNF658,0.21287763
FOXN1,0.21280706
ABLIM3,0.21278004
HRH4,0.2127702
PTCD2,0.21275958
SIX2,0.2127124
UBQLN4,0.21269937
RAB25,0.2125338
SEC61A2,0.21248353
TECPR1,0.21240713
TMX3,0.21236001
ZBTB25,0.21232109
TCF19,0.21229853
PEX11B,0.21225621
FIGLA,0.21224259
NUDT21,0.2121433
KRT34,0.21202148
SFMBT2,0.21197584
RPS25,0.21196333
ZNF628,0.21193723
METTL3,0.21187896
NPM3,0.21179606
ICAM3,0.2117947
SPATS2L,0.21169458
ABCD3,0.2115787
KRT76,0.21154056
MED16,0.21136384
DMGDH,0.21132663
GET4,0.21129589
MARS2,0.21120413
KCTD17,0.21116401
KRT78,0.21111515
RPL35,0.2108835
CNTF,0.2107421
