Gene,Score
NSMF,0.2106944
ECI2,0.2106653
PSMA5,0.2105428
S100A8,0.2104519
TXNRD2,0.21038863
TMEM47,0.21037924
COLGALT2,0.21033096
SARS2,0.2103038
DNAJC10,0.21027389
MRPL45,0.21024692
ATG101,0.21018657
ARF1,0.21006185
DECR1,0.20997818
EIF4E3,0.2099292
CSTF1,0.20982137
PHLDA3,0.20982039
ZNF18,0.20964602
KEL,0.20946054
OTUD7B,0.20940998
SLC8A2,0.20921467
CPNE6,0.20911719
ARPP19,0.20903833
MBIP,0.20868966
PCDHA13,0.20866635
AASDHPPT,0.20863006
FAM20B,0.20857829
ZNF384,0.20855343
CMPK1,0.20847635
RIPPLY1,0.20837025
CHRNA4,0.20809023
RNMT,0.20800367
EGFL7,0.20795247
HPS5,0.20795205
DYNLRB1,0.20784654
JPH3,0.20780188
LILRB1,0.20780131
MED13,0.2077867
FHOD1,0.20771787
ADAM21,0.20765048
APOL2,0.20760138
KLF13,0.20739923
C1QTNF9B,0.20739491
IL4I1,0.20733967
MAB21L1,0.2073004
ELL2,0.20728372
CCR7,0.20724636
COL13A1,0.20710595
TRAM1L1,0.20709902
GRHL1,0.20703812
BEST2,0.2070001
TKTL2,0.20691007
HK3,0.20689118
EHD4,0.20673312
ARHGEF10L,0.20664375
DDAH1,0.2065791
COLEC12,0.20648259
STK26,0.20643052
GLYATL3,0.2063617
ATP1A4,0.20630766
CTH,0.20617785
OSTF1,0.20574066
NUP43,0.2056908
PSMD12,0.20567264
DDX54,0.20564443
ZNF3,0.20563477
HLCS,0.205441
PSMA1,0.20536552
SF3B4,0.20522408
PNPLA8,0.20503731
TSPY1,0.20489356
ZNF597,0.20488155
GALNT6,0.20486902
CLDN19,0.20479476
PKN3,0.20469682
KATNAL2,0.2046149
SLC6A6,0.20459512
UCP3,0.20443447
LHX1,0.20442732
OLFM3,0.2043324
TCL1A,0.20422634
MLANA,0.20422052
ZNF317,0.20419154
NME7,0.2041366
TMSB10,0.20412058
SEZ6L2,0.20409466
KCNA6,0.20408204
KIF9,0.20406522
IDH3A,0.20395224
RPL21,0.20393246
CCNDBP1,0.20393214
COPS8,0.20391738
HNRNPDL,0.20387365
CDC26,0.20385106
BHLHE22,0.20384273
SEZ6,0.20380536
GLDC,0.20355375
ZNF98,0.20354676
COG5,0.20339648
LRRC3,0.20332597
TUBB6,0.2033163
GPR142,0.20325896
UTP18,0.20319705
JAKMIP2,0.20312378
MTR,0.202958
ALX1,0.20284799
MSRA,0.20251018
ADCY6,0.20245576
SNAP29,0.20239177
IMMP2L,0.20238689
ACSL6,0.2023621
HIST2H2AB,0.20231706
MFN2,0.2023056
CLDN10,0.20224777
NDRG4,0.20219797
RAB37,0.20219064
TRIM31,0.20216869
SERPINH1,0.20199962
NACC1,0.20197396
CCR4,0.20186624
ANXA11,0.2018616
APOA5,0.20180362
OMA1,0.2017635
MPP5,0.20167145
EPB41L5,0.2016502
TRMT44,0.20161293
KRT86,0.20145582
SYT4,0.20144187
CNR1,0.20142427
SIPA1,0.2012912
FASTK,0.20123456
CHMP1B,0.20115663
MGAT3,0.20105731
CENPH,0.20100681
ANAPC16,0.20098743
NUDT10,0.20095962
HERPUD1,0.20087206
KLK5,0.20082939
OPN4,0.20072408
SLC35G1,0.20068777
SART3,0.20036213
TXNDC16,0.20029849
PCDHGC4,0.20029715
U2AF1L4,0.2002187
PYCR1,0.20018569
ZRANB2,0.20016713
PRKAR1B,0.20011851
VAC14,0.19998708
LYAR,0.19994539
LAPTM5,0.19988221
SSX1,0.19969785
PPIAL4G,0.19946957
ZC3H12A,0.19945297
RAVER2,0.199383
PSMC1,0.19923712
PAG1,0.19916406
ERCC6L2,0.19904642
7-Sep,0.1989506
ZNF699,0.19893341
SERPING1,0.19891612
TNFSF12,0.19891405
LPCAT1,0.19888216
PARVG,0.19878171
PNLIPRP1,0.1987438
ESYT2,0.19847852
IL17RB,0.19831482
SOD2,0.19824705
DAO,0.19824572
FEM1A,0.1980774
NOP14,0.19805056
DOC2B,0.19804204
UBL4A,0.19799383
PLS3,0.1979578
PRDX3,0.19788606
STT3A,0.19771409
ABCA3,0.19763121
GRK1,0.1976142
PEX14,0.19753407
ZNF7,0.19744809
MYF6,0.19742025
F2RL1,0.19741754
GPR87,0.19738783
AGPAT4,0.19736288
RUBCN,0.19729735
MTMR12,0.19716468
WBP11,0.19715528
ENTPD4,0.19710718
SLC25A18,0.19705035
SRP72,0.19704802
SEL1L,0.19699094
CTDNEP1,0.19679767
GIGYF1,0.19661318
TNNC2,0.19658737
IL17RC,0.19651267
PCSK1,0.19650124
RAD9B,0.1964018
3-Mar,0.1963838
SMOX,0.19602828
FOXS1,0.19602787
CD151,0.19599566
IDE,0.19596496
TSNAX,0.19596341
NT5E,0.19590846
BTN3A2,0.19578558
ABCC6,0.19573319
HLA-E,0.19567634
DNASE2,0.19567542
MYL1,0.19567515
LMLN,0.19565742
F3,0.19558083
TEX10,0.19551747
ALYREF,0.19548619
CFB,0.19540769
SNAPC3,0.19538388
BRK1,0.1953451
THEG,0.19531502
CD276,0.195262
TNNI3K,0.19525047
HTR6,0.19524077
ZBTB40,0.19517313
SSB,0.19503759
COLGALT1,0.19502392
FGL1,0.19500574
FAM129B,0.1949743
SNAPC1,0.19490948
NRN1,0.19479199
ACTRT1,0.19474944
EMC4,0.194712
SPECC1L,0.1946319
ANKRA2,0.19456147
DPEP3,0.19454665
SLC12A4,0.19444953
AARS2,0.19420189
GATA5,0.19419594
CLIP2,0.19415097
KLKB1,0.19409746
PRNP,0.19409344
GID8,0.19399205
FLOT2,0.19394994
DPYSL5,0.19394629
CARS,0.19380972
FOXD1,0.19379628
UBE2Q2,0.19376647
VPS4B,0.19363402
ASCL1,0.1935566
SPTLC2,0.19354409
TNPO2,0.19340624
OOEP,0.19339456
DMRT3,0.1933601
UNKL,0.19334827
MBP,0.1933192
JMJD6,0.19307174
AKAP4,0.19298689
CLN5,0.19289915
CDK5R2,0.1928816
CMTR1,0.19285749
ZNF503,0.19274284
RPS20,0.19273707
GTF2A2,0.19273384
LRRC8E,0.19264886
WDFY1,0.19245021
NUDT16L1,0.19235341
NRF1,0.19232796
FCGR1A,0.19227226
COX7B,0.19220918
PHF5A,0.19213717
ADRB3,0.19213709
CREG1,0.19210172
C11orf54,0.19207262
SIX1,0.1920662
EIF3E,0.19203828
ACSL4,0.19201383
PFDN4,0.19198273
GSTT1,0.19194238
KIRREL3,0.191898
TBX6,0.1918566
SLC2A1,0.19185452
MAN1C1,0.19174552
NOX1,0.19161785
ATG4B,0.19145367
NHEJ1,0.19140117
NEUROD2,0.19138093
SLC25A38,0.19135712
TINAGL1,0.19115138
DDX52,0.19109155
ARAP1,0.19107956
RPH3AL,0.19104935
TAF1D,0.19096738
ECH1,0.19081399
SLC27A1,0.19081315
ZNF277,0.19075331
MXD3,0.19065236
CEP19,0.19064748
SAP30L,0.19048838
FDFT1,0.19047242
PROP1,0.19045596
SLC5A1,0.19026174
TPRX1,0.19022827
9-Sep,0.19009846
ISX,0.19001837
ALX3,0.18999602
NFIA,0.1899316
CD37,0.18982974
UBR3,0.1896368
ARHGEF5,0.18959202
RBFOX2,0.1895804
KRT37,0.18951525
GLIPR1L2,0.18946566
MDH2,0.18928367
VMP1,0.1892027
KATNBL1,0.18915886
PRPF3,0.18912035
GPR35,0.18910569
GGA1,0.18881501
PRKAG2,0.18881202
PDP2,0.18879323
NUTM1,0.18870698
WIPI2,0.18865913
SLC30A7,0.18862413
PPP1R3C,0.1885936
STS,0.18859011
IL15,0.18858899
BIRC7,0.18856975
DCTN3,0.18852402
KLHL9,0.18847118
EPN2,0.18842681
RANBP1,0.18841723
IL15RA,0.18834378
LANCL2,0.18822357
GRM2,0.18812373
SART1,0.18812233
SGCD,0.18810962
CA2,0.18810736
P4HA2,0.18810557
MEX3A,0.1878528
IFNL3,0.18784983
LGALS7B,0.18780987
MUL1,0.18772706
PIGO,0.18771058
CDIP1,0.18770643
DEDD,0.18760002
RPL28,0.18753663
SYT15,0.18751398
NELL1,0.18724121
KYNU,0.18720211
POLM,0.18718123
GNG10,0.18716702
DNTTIP2,0.18711393
AGMO,0.18702032
ST6GALNAC1,0.1869489
DNAJC21,0.18691485
DNAJC3,0.18690678
ADM,0.18674462
ENPP3,0.18669845
COX10,0.18668921
MGAT5B,0.18660386
P3H4,0.18653862
SLC13A3,0.18647513
CYP11A1,0.18642153
DSCC1,0.18640469
SYTL4,0.18640156
LTA,0.18638094
TLX1,0.18638048
PDIA4,0.1863678
CATSPER1,0.18623275
ATP1B1,0.18620345
STH,0.18620187
FCGR2A,0.18613748
THAP1,0.18612795
FOXL2,0.18611267
UGDH,0.18604174
S100A6,0.18596801
PFDN1,0.18595444
PPIF,0.18578783
DSPP,0.18568477
IL1RL1,0.18565804
TTC21B,0.18556187
SNAPC4,0.18551998
WARS,0.18545291
S1PR2,0.18534735
CAVIN1,0.18533707
INHBB,0.18531698
NME1,0.18527274
DNAJC1,0.18522629
FOXI2,0.18516542
ASL,0.18513916
TNFRSF9,0.185039
ACADM,0.18501171
KCTD7,0.18499629
DMRT2,0.1849625
TRIM3,0.18490905
KIN,0.18484984
TMPRSS3,0.18478805
ITFG1,0.18476133
IARS2,0.18470366
SLC39A5,0.18468578
MYPOP,0.18463899
VEZF1,0.18462105
FUT11,0.18459292
HVCN1,0.18459128
CDHR1,0.1845618
POLR2E,0.1845229
LAPTM4B,0.1844845
RCBTB1,0.18443853
SCAPER,0.1844269
GTF2E1,0.18441847
TIA1,0.18433516
PAPSS2,0.18427542
B3GALT2,0.18426438
ZNF253,0.18421768
KCNA3,0.1842062
SLC38A10,0.1841257
GSKIP,0.18389851
CNOT4,0.18384048
TMCO1,0.18382606
GNAQ,0.18375431
CA1,0.18370779
ZRANB1,0.18369523
PEX12,0.18368764
SCAMP3,0.18339142
ALOX15B,0.18338951
SHISA4,0.18331052
FADS3,0.1832838
SF3A2,0.1832676
MMP25,0.18326114
EIF1AX,0.1832315
SLC52A1,0.18318275
SAA4,0.18316112
KRT27,0.18311313
KCTD16,0.18309958
PANK2,0.1830987
CENPT,0.1830128
THOC7,0.18300122
ZNF620,0.18299325
ZMYND19,0.18293028
ARPC4,0.18279733
GORASP1,0.18268731
CIAPIN1,0.18263474
GTF2F1,0.18261394
NFIL3,0.18258275
TBC1D15,0.18251015
SLCO4C1,0.18250957
PDRG1,0.18245582
MYL4,0.18240799
SGCZ,0.18235861
GLYR1,0.1822767
GLI4,0.1821889
UBAP1,0.18213005
JAZF1,0.18212098
MYOG,0.18203928
RFXANK,0.18200746
CC2D2A,0.18196274
VAX1,0.1818701
SMTN,0.18186682
KCNJ11,0.18186538
CLIC4,0.18173449
GAS2,0.18172587
RPL41,0.18172424
FLRT1,0.1817136
PDPR,0.1817015
HP,0.18163739
CSDC2,0.18155156
EVI2B,0.18148613
FPGT,0.18148538
CDC42EP2,0.18138117
BCL6B,0.18133949
ATAD3A,0.18132499
RPS12,0.18130276
SERINC1,0.18128628
GUSB,0.18119101
CAMK2N2,0.1811392
ZNF703,0.18111497
CA8,0.18110867
SLC25A11,0.18109813
CTSF,0.18100858
GPR55,0.18084641
KIR2DL4,0.18083747
KMT5B,0.18082638
RPN2,0.1806966
POMGNT2,0.18064709
ADGRL1,0.1806441
PDPN,0.18051824
CFL2,0.18047631
DNAJC5,0.18045388
SYF2,0.18043612
IFNLR1,0.18038602
PTP4A1,0.18038525
HTR5A,0.18038389
CXCR1,0.1803547
SPNS1,0.18027481
KIFC3,0.18026984
FSTL1,0.18023588
ATG13,0.1802126
NCOA5,0.18012099
SLC20A2,0.18011232
ADCY3,0.1800843
ABTB1,0.180026
SETDB2,0.18001316
NEK7,0.17999402
P2RY8,0.1799906
SMN2,0.17994961
RBM28,0.17992347
CCR8,0.17984875
UNC5C,0.17979777
MPHOSPH6,0.17978586
MYLIP,0.17978571
ANO6,0.17963062
CENPP,0.17959723
REEP3,0.17951186
JKAMP,0.17942286
MXI1,0.17939484
FBXO40,0.17936294
SAFB,0.1793504
S100A7,0.17928293
RAB6B,0.17913978
FTCD,0.17887333
PMCH,0.17884797
TNNI1,0.17883894
CLNS1A,0.17883682
RSAD2,0.17875214
NODAL,0.17873143
FXYD2,0.17872702
GJD3,0.17869733
ULBP1,0.17868544
PARP12,0.17866315
BBS5,0.17864789
LEMD3,0.17836297
CCNB1IP1,0.17836206
PGK2,0.17831214
ANO10,0.17830385
POU6F1,0.17828903
TNNI2,0.17827013
GAS1,0.17813498
P2RY4,0.17807856
TTF1,0.17805673
NANS,0.17799142
UBE2Z,0.17798884
SUV39H2,0.1779637
TIMP3,0.17795101
ACD,0.17793353
ZBTB46,0.17792325
BTG3,0.17784302
ZBTB11,0.17776565
GZF1,0.17776324
USP47,0.17754373
IL1F10,0.17748588
CA11,0.17740701
SSTR2,0.17738152
HBD,0.17729178
PTGDR,0.17728695
TMTC4,0.17720295
ACER3,0.17718641
ZDHHC5,0.17704815
PES1,0.17702314
SFXN5,0.17697589
SAR1B,0.1769721
MGLL,0.17692702
FHIT,0.17691876
DRD5,0.176893
PDP1,0.17685881
SMN1,0.176825
PTGER2,0.17680453
SIX6,0.17680241
ARHGAP30,0.17677356
SPN,0.1767426
OPN1LW,0.17669469
BEST1,0.17669125
TRPV1,0.17665547
OS9,0.1765799
DDX51,0.17653695
MTREX,0.17644371
ZNF138,0.17643592
TFEC,0.17640918
STXBP4,0.17639187
INSC,0.1763297
POLR3GL,0.176161
GIP,0.17610615
SULT4A1,0.17601907
PITX3,0.17597245
SMS,0.17579034
GCNT1,0.17556791
RAB24,0.1755348
SHTN1,0.17552505
CHRNB4,0.17551987
TCP10L,0.17550418
RELT,0.17544152
POU3F4,0.17541674
BCKDHB,0.17541535
KCNK1,0.17539035
UBAC1,0.1753449
MASP2,0.1752187
MAMSTR,0.17504159
GPC1,0.17502744
SLC25A1,0.17495076
POLR2L,0.17493077
RGS7BP,0.17484319
KPTN,0.17480417
DAGLB,0.17478056
HHEX,0.17477074
HS3ST3A1,0.17475516
WTAP,0.17474137
OASL,0.17467152
POLR2C,0.17464146
TRPM4,0.17463765
SMU1,0.17463294
PXMP2,0.17462549
POLDIP3,0.17453729
INTS4,0.17449997
AQP4,0.17441744
NDUFAF4,0.17436878
LGALS7,0.17433567
FKBP10,0.17432128
AQP10,0.17429012
RASA3,0.1742805
PKIG,0.17421357
PSMB2,0.17414962
LMAN2L,0.17414555
PNPLA6,0.17409846
IGHMBP2,0.17402303
GLUD2,0.17399068
TRAPPC11,0.17394194
FRMD3,0.17388394
TSPYL5,0.17383689
EEFSEC,0.17377946
SPRR2A,0.1736554
EXTL1,0.17357993
PRKCSH,0.17353453
SNX4,0.17348796
FBXO9,0.17339498
SYNDIG1,0.1733514
GNL2,0.17313622
PCDHA2,0.17307013
RNFT1,0.17306513
RNF24,0.17305942
SLC25A20,0.17293571
MYBBP1A,0.17281419
MAT1A,0.17274901
RGN,0.17274202
PRG2,0.17264985
TMEM216,0.17262572
SIGIRR,0.17261487
LHFPL1,0.1724769
TAF11,0.1724681
INTS12,0.17221045
KCTD9,0.17219624
SGMS1,0.17217194
KCNG4,0.17213675
DPP3,0.17209539
PISD,0.17205468
ITGAD,0.17203853
HNF4G,0.17201188
EIF4G2,0.17200689
FOXC2,0.17196287
GNGT1,0.1719403
GCLC,0.17190413
TBCE,0.17170456
RETSAT,0.17146555
ATG9A,0.17145729
KLK1,0.17144313
SHH,0.17144024
IPO7,0.17141768
FUT4,0.17129354
CD5L,0.17115293
CCL28,0.17114106
EXOSC5,0.1710855
RPE,0.17108288
NOXO1,0.17099229
TMEM8B,0.17098117
ZNF200,0.1709132
CH25H,0.17087328
ARHGEF17,0.17086142
SLC25A2,0.17070962
MMP10,0.1707032
NAE1,0.17068903
LMCD1,0.17060457
CPD,0.17060046
HBG2,0.17047179
NSRP1,0.17045036
PPTC7,0.17041391
PINX1,0.17025211
RNASEH2B,0.17019372
TUFM,0.17013943
ALKBH5,0.17007738
CXCL9,0.17006867
UBXN11,0.17002395
GAA,0.16999966
AGMAT,0.169959
CELA1,0.16993648
PMF1,0.16977754
RPL7A,0.16947323
FBXW4,0.16943169
RPL23A,0.1693058
POLR2G,0.1692729
NNT,0.16914345
EDNRA,0.16909604
MPP6,0.1690539
REEP2,0.16904068
HOXD3,0.1689775
C4BPB,0.16896634
TPST1,0.16895884
FNIP1,0.16893806
INTS1,0.1689172
GPR101,0.16887687
TPCN2,0.16886528
MED19,0.16885778
RRP1B,0.16885653
ANKH,0.16884372
MIEN1,0.16880874
TFPI,0.16879064
CETN3,0.16877657
ADPGK,0.1687078
APOBEC3G,0.16862945
MCU,0.16859363
RBP1,0.16855542
IQSEC1,0.16851987
TXNL4B,0.1685175
TRIL,0.16851364
COQ5,0.1684971
CDH4,0.16845955
AKR1D1,0.16844375
SLC5A3,0.16839193
AMT,0.16822213
SMR3B,0.1681588
CMBL,0.16812116
MPPE1,0.1680695
GSTM2,0.16785751
PIGA,0.16784988
NFRKB,0.16782732
TWISTNB,0.16778615
HYAL1,0.16770262
IER3,0.16765574
KCNK5,0.16763835
SPP2,0.16763154
LRRC8B,0.16750887
HOXA9,0.167468
VDAC1,0.16745412
ARL1,0.16740115
THAP11,0.16736835
EDA,0.16735992
TIMM8B,0.16728128
LRP3,0.16727528
CRYZ,0.16708489
MYLPF,0.16704431
MRPL35,0.16692637
FBXL4,0.16686271
UCHL3,0.16685317
MICU2,0.16683123
RPL39,0.1667318
COL8A2,0.16662294
GLP1R,0.16659448
ROBO3,0.16655949
ZNF25,0.1664779
GINS4,0.16643627
GOSR1,0.1664186
IFT74,0.16606854
FOXI1,0.1660605
XK,0.166049
GOLIM4,0.1660008
CERS5,0.1658932
AVPR1B,0.16584465
SLIT1,0.16581754
CRLF2,0.16574778
LRRC8D,0.16573766
PAXBP1,0.16573356
H1FX,0.16565126
CD38,0.16555016
CHMP5,0.16543992
MMP26,0.16534294
CLYBL,0.16533343
PLEKHO1,0.16529714
FLVCR1,0.16525015
PTTG1IP,0.1652436
DPPA3,0.16523315
PCDHAC1,0.16519967
GEMIN7,0.16518907
ELOC,0.16517937
DENND1C,0.1651776
GLA,0.165152
WDR34,0.1651459
SARNP,0.16512911
TFAP2D,0.16511765
VPREB1,0.16511327
MT3,0.16507989
CCDC91,0.16502018
CRYGC,0.16492768
POLR3C,0.16491546
CYP1A2,0.16490923
EN1,0.16485235
STON1,0.16483314
RPS16,0.16483071
AGXT,0.16477275
MGAT4A,0.16468196
C1QA,0.16462807
ZNF12,0.16453712
AK3,0.16453466
NAP1L3,0.16451707
ARHGAP8,0.16446313
HSF2,0.16439149
EXOC3L1,0.16438279
HOMER3,0.16434371
PMPCB,0.16413963
AEBP1,0.16404589
MAN2B1,0.16404095
IL12RB2,0.16404063
DHPS,0.16401127
WFIKKN1,0.16396224
LYPD3,0.16393647
UGT3A2,0.163871
RTN4IP1,0.16364758
KRT39,0.16359432
ANXA9,0.16359316
ACOT1,0.16356449
PARN,0.1635434
GEM,0.16354197
EIF5A2,0.16353776
POU3F3,0.1635148
GCA,0.16349462
RPS10,0.16347954
DAP3,0.16339795
MCCD1,0.16325673
SLC52A2,0.16323312
SPANXA2,0.16317971
SPANXA1,0.16317971
CRYM,0.1631408
WDR12,0.16311114
SYTL2,0.16307807
BSCL2,0.16307689
RHO,0.16301633
MPZL1,0.1628282
PAFAH1B2,0.16280262
ADARB2,0.16278155
ARL6IP5,0.16276826
DECR2,0.16271882
GPR45,0.16270846
LCN1,0.16270475
NAP1L5,0.162616
SLC27A4,0.16253763
FAIM,0.16251932
PRDX6,0.16248052
ATP6AP2,0.16241243
SLC38A5,0.16240007
PRDX4,0.16238062
SRSF6,0.16233146
KLRF1,0.16232558
ANXA4,0.16232295
PSAP,0.1623163
GGN,0.1622948
HOXB1,0.16227709
DSTN,0.16227491
LRRTM4,0.16226989
ODF1,0.1622542
ELOVL5,0.16221853
KCNJ16,0.16195641
OLFM2,0.16182503
PAIP1,0.16177423
SNRPC,0.16176942
GDI2,0.16163011
SLC22A12,0.16162975
ARFGAP1,0.16161965
HOXB6,0.16161339
IMPDH1,0.16142346
KRT85,0.16139846
SPINK4,0.161353
CCNT2,0.16132548
IMMT,0.16124164
CHST15,0.16122876
TSEN2,0.16117592
CTSE,0.16105232
SLC1A4,0.16102527
EMX1,0.1610215
ARFIP2,0.16098684
CNTN5,0.16092658
DHX33,0.16088355
RAB2B,0.16064836
SNAP23,0.16063347
ERVFRD-1,0.16052826
TAF9B,0.16031937
UBIAD1,0.16026479
KCNK3,0.16023476
PAICS,0.16020887
IRGM,0.16015033
SLC22A9,0.16011569
GTF2H4,0.160074
KLHL24,0.15997338
SPINT2,0.15981494
PAFAH1B3,0.15980464
RBMS3,0.15970142
GTF3A,0.15967886
BLMH,0.15965837
TFPT,0.15965395
DERL1,0.15964161
IGDCC4,0.15963489
HOXC5,0.15957032
HOGA1,0.15955491
FPR1,0.15948
CD8A,0.15933229
PGM1,0.15931018
SCP2,0.15930875
CD274,0.15926768
ZNRF1,0.15920392
HAO2,0.15908735
CLMP,0.15904228
MS4A4A,0.15899377
MRFAP1,0.15898947
CSRP2,0.15895674
TMEM87B,0.15885976
PEX19,0.15881804
RHPN2,0.15871094
GNL3,0.15868491
NEU4,0.15865245
SIGMAR1,0.15863635
SHOX2,0.15861972
NHLH2,0.15861773
ZNF2,0.15859605
SRP54,0.15849654
RBMS2,0.15847455
VBP1,0.15847164
PPFIA4,0.15844119
PRKAB2,0.1584381
CD27,0.15835775
MCTS1,0.15820694
ALDH1L1,0.15818362
PTGER4,0.15817724
METAP1,0.15816757
IFT122,0.15812525
CYP1B1,0.15801445
IL18,0.1578782
NEURL1,0.15775052
LBP,0.15768673
DTNB,0.15760635
CD9,0.15752271
GOT2,0.15751444
HOXC9,0.15751176
ADGRE2,0.15743002
ZNF44,0.15738416
IL9R,0.15736032
TULP1,0.1572887
HAUS1,0.15711781
RHOH,0.15711288
TNFSF4,0.1571018
RPL18A,0.15709299
TRA2A,0.15704603
REXO2,0.15701708
AKAP10,0.15699042
NHLRC1,0.15682895
PTGDR2,0.15678221
AMH,0.15672591
CREB3L2,0.15660614
PGC,0.1566047
DZIP1,0.15658337
PGD,0.15642612
IRX3,0.15638755
B4GAT1,0.15638658
ATP1B2,0.15629855
NXT1,0.15629517
ZP3,0.15615657
ERH,0.15611751
CMTM5,0.15608662
NAGLU,0.15608265
PDSS2,0.15605986
EBPL,0.1560598
BTN2A1,0.15602964
GFRA1,0.15602316
STMN3,0.15599437
STMN2,0.15569757
EID3,0.15567927
TAX1BP3,0.15565552
LYPLA2,0.15562259
PIP5KL1,0.15562156
CA3,0.1555635
PSPC1,0.155559
TNFSF8,0.15549266
THAP5,0.15543294
PSD,0.1553978
ALDH2,0.15538663
DAOA,0.15538584
KIAA0513,0.15536013
CELF5,0.1553325
ERLIN1,0.15520719
SERTAD3,0.15515947
APOOL,0.15512021
SAE1,0.15494846
KRT33B,0.1548709
PENK,0.15480462
ZFX,0.15476407
NPSR1,0.15473127
TTLL9,0.15466462
HPGDS,0.15460898
FGD2,0.15459922
CAB39,0.15459637
PMFBP1,0.15454032
ZNF16,0.15452911
PCDHA7,0.15447882
GTPBP3,0.15442896
CYP26A1,0.15419039
AQP3,0.15404056
DEFA6,0.15382214
STX6,0.15381145
BET1L,0.15375395
CNNM3,0.15373619
DRG1,0.15372434
DYRK4,0.15369652
BHLHB9,0.15353091
HLA-DOB,0.1535067
SLC30A1,0.15343219
C1D,0.15336578
RBM8A,0.15335819
MDGA1,0.1533536
RPS17,0.15330274
SSPN,0.1533011
GHRH,0.15326189
ALDH1A1,0.15324374
EIF3D,0.15323061
GPHA2,0.15309997
SNX12,0.15303957
KCNAB2,0.15297823
B9D2,0.1529259
ZIC5,0.15286556
SSBP2,0.15279378
CD160,0.15274765
CCL27,0.15271501
RPL14,0.1527127
CLEC1A,0.1526947
FUT9,0.15266024
C1orf43,0.15265292
ZNF76,0.15259248
TBC1D9B,0.15258978
LYZL2,0.15256181
SLC25A22,0.15252809
PSPH,0.152516
ASS1,0.1524691
SERINC3,0.15243588
SRD5A2,0.15243118
MAGEA1,0.15233672
DAPP1,0.15228987
STRN4,0.1522836
INHBE,0.15227439
MED20,0.15223055
RPSA,0.15198223
SLC7A2,0.15195084
HPR,0.15194923
RANBP10,0.15177038
ICA1,0.15172143
PRPF4,0.1516288
TRIM56,0.15159695
TREX1,0.15154418
PIN4,0.15152825
ART3,0.15148798
BTD,0.15146583
RBMS1,0.15139861
CLDN2,0.15131259
IDH3G,0.15128133
CD72,0.1510989
PRPSAP1,0.15107661
FCN3,0.15107638
ACOT9,0.15106787
SQLE,0.15103884
YPEL3,0.150917
USP22,0.15085416
IFNA21,0.15079135
RPS7,0.15075292
HOXD4,0.15074052
SPATA18,0.15072331
PPIH,0.15071228
COMMD1,0.15065618
NUP58,0.15063685
NDUFAF1,0.1506235
BATF2,0.15061845
C8A,0.15049846
PILRB,0.15043716
RBM22,0.15041505
SLC25A14,0.15036856
SLC22A5,0.15035158
ZNF396,0.15029153
RPL37A,0.15018058
KRT13,0.15012431
NEK4,0.15007381
TIMP2,0.15005141
RPL27A,0.14997065
KIR2DL3,0.14990619
MBOAT1,0.14990437
NUDT16,0.14985952
CCL11,0.14985512
ABCB9,0.14984147
FBL,0.14984068
SLC12A9,0.1498387
RXFP4,0.14978984
FBXW5,0.14977083
HSBP1,0.14976706
SOAT1,0.14967138
ZBTB42,0.14962657
GINS1,0.1495107
CCNL1,0.14950782
GGH,0.14950259
ABCB10,0.14934434
MMP17,0.14933652
FAF2,0.1493257
RNASEH2C,0.14926168
ATP4B,0.14912555
YPEL1,0.14912066
ABCG2,0.14909664
PDCD2,0.14903894
WDR19,0.14887619
2-Sep,0.14886947
PRKAG1,0.14884342
CXCL5,0.14880416
IGHM,0.14872946
MS4A2,0.1484973
PHOX2A,0.14846048
FBXO17,0.14837171
KIF6,0.1482732
CENPL,0.14824653
LURAP1,0.14822309
ESS2,0.14821085
IGSF6,0.14819635
GUCY2D,0.1481842
RRM1,0.14808315
MAN1A2,0.14795934
PLRG1,0.14795843
SLC39A8,0.1479564
CLDN6,0.14795138
PLN,0.14771673
TRMT10C,0.14766815
TMX4,0.14764416
DIRAS1,0.14762023
KCNC3,0.14760058
CST3,0.14758661
GMIP,0.14758655
NOL10,0.14735284
ZNF169,0.14731048
SNX20,0.1472634
MRPS36,0.14718062
PI4K2A,0.14714937
SERPINB13,0.146979
SLC17A5,0.14695959
EPRS,0.1468981
RAB33A,0.1468894
ABCC3,0.14676632
UPK2,0.14675766
TOB2,0.14665927
CYP3A5,0.14657067
NICN1,0.14654765
PCDH20,0.14652433
GCSH,0.14648694
LXN,0.14645717
SERINC5,0.14644986
SPINK2,0.14644045
EML2,0.14643249
SLC25A34,0.14621097
HSD3B2,0.14620766
ZFAND2A,0.14619902
OAZ3,0.1461738
TAS2R5,0.1461681
ETF1,0.14616756
PIGN,0.14615312
ADAM22,0.14613132
GOLPH3,0.1460642
DHRS3,0.146039
IFNGR1,0.14596264
IFT57,0.1458674
UBLCP1,0.1458518
RDH11,0.14584406
RHAG,0.14582542
HOXD8,0.14577617
ESM1,0.14574014
RC3H2,0.1457309
SCAF8,0.14556926
RPL9,0.1455602
HTRA3,0.14555733
IL12B,0.14547692
ITLN2,0.14546525
NPHP3,0.14545013
RHBDF2,0.14540917
SPRED3,0.1452866
AURKAIP1,0.1452588
ZNF300,0.14520998
HLA-C,0.14519803
FAM210A,0.14511909
BCAS2,0.14509687
RAX2,0.14509173
IFITM1,0.14508638
MED7,0.14504662
UBE2M,0.14503023
TMEM88,0.14497396
DHX36,0.14492081
